"","modelIdx","stdMake","stdModel","cp","amo","Segment","Subsegment","var","highprice","meanprice","lowprice"
"788",1775,"Chery","Cowin C3R","CheryCowin C3R",351,"Passenger Car","Compact",31,0.608,0.524774193548387,0.458
"789",1784,"McLaren","McLaren P1","McLarenMcLaren P1",2,"Sports Car","Large Sports",NA,NA,NA,NA
"790",1785,"Mercedes-Benz","Mercedes-Benz AMG GT","Mercedes-BenzMercedes-Benz AMG GT",62,"Sports Car","Large Sports",8,22.88,16.9675,14.18
"791",1789,"BAIC Motor","BAIC Senova D60","BAIC MotorBAIC Senova D60",128,"Passenger Car","Compact",30,1.688,1.414,1.198
"792",1802,"Volvo China","Volvo XC Classic","Volvo ChinaVolvo XC Classic",1,"Luxury SUV","Large Luxury SUV",8,6.389,5.939,5.489
"793",1818,"BAIC Motor","BAIC Senova D20","BAIC MotorBAIC Senova D20",90,"Passenger Car","Compact",96,0.818,0.63375,0.488
"794",1828,"Fudi","Fudi Lanfu","FudiFudi Lanfu",1755,"SUV","Midsize SUV",58,1.538,1.24179310344828,0.898
"795",1862,"BAIC Motor","BAIC Senova X65","BAIC MotorBAIC Senova X65",1728,"SUV","Compact SUV",36,1.348,1.10133333333333,0.838
"796",1874,"Foton","Foton Sauvana","FotonFoton Sauvana",985,"SUV","Midsize SUV",180,2.108,1.62811111111111,1.258
"797",1882,"SGM-Wuling","Wuling Zhengcheng","SGM-WulingWuling Zhengcheng",5054,"Van","Mini Van",24,0.772,0.714333333333333,0.66
"798",1883,"Southeast","Southeast DX7","SoutheastSoutheast DX7",23584,"SUV","Compact SUV",51,1.399,1.21860784313725,0.969
"799",1895,"Nissan","Infiniti Q60","NissanInfiniti Q60",101,"Luxury Car","Midsize Luxury",10,6.99,6.3749,4.368
"800",1896,"Nissan","Infiniti Q70","NissanInfiniti Q70",3711,"Luxury Car","Large Luxury",48,7.458,5.34133333333333,3.998
"801",1952,"Dongfeng Peugeot","Peugeot 308S","Dongfeng PeugeotPeugeot 308S",1391,"Passenger Car","Midsize",15,1.797,1.37766666666667,1.127
"802",1953,"Ferrari Maserati","Ferrari 488","Ferrari MaseratiFerrari 488",160,"Sports Car","Large Sports",6,38.88,36.38,33.88
"803",1964,"Zotye","Zotye Z700","ZotyeZotye Z700",6067,"Passenger Car","Midsize",23,1.588,1.27495652173913,0.998
"804",1974,"Chrysler","Dodge Durango","ChryslerDodge Durango",3,"SUV","Midsize SUV",NA,NA,NA,NA
"805",1988,"Jinbei","Jinbei 750","JinbeiJinbei 750",8666,"MPV","Midsize MPV",17,0.733,0.591823529411765,0.468
"806",1998,"Chery","Chery Arrizo M7","CheryChery Arrizo M7",37,"MPV","Midsize MPV",36,1.079,0.962333333333333,0.799
"807",1999,"JAC","JAC iEV","JACJAC iEV",1192,"Passenger Car","Midsize Basic",19,1.808,1.64226315789474,1.285
"808",2025,"Dongfeng","Future F600","DongfengFuture F600",2520,"MPV","Midsize MPV",20,1.229,1.095,0.999
"809",2042,"McLaren","McLaren 570S","McLarenMcLaren 570S",40,"Sports Car","Large Sports",NA,NA,NA,NA
"810",2049,"Zotye","Zotye E200","ZotyeZotye E200",4523,"Passenger Car","Compact Mini",2,1.818,1.818,1.818
"811",2051,"Zotye","Zotye Damai X5","ZotyeZotye Damai X5",17492,"SUV","Compact SUV",82,1.229,0.938878048780488,0.699
"812",2057,"Dongfeng","Future Joyear XV","DongfengFuture Joyear XV",11,"SUV","Compact SUV",8,0.869,0.834,0.799
"813",2088,"JMC","JMC E100","JMCJMC E100",4848,"Passenger Car","Midsize Basic",NA,NA,NA,NA
"814",2092,"Dongfeng","Future Joyear X3","DongfengFuture Joyear X3",5632,"SUV","Compact SUV",30,0.869,0.739,0.669
"815",2097,"ENRANGER","ENRANGER 737","ENRANGERENRANGER 737",3982,"MPV","Compact MPV",36,0.878,0.729111111111111,0.618
"816",2122,"BAIC Motor","BAIC Senova X25","BAIC MotorBAIC Senova X25",16388,"SUV","Compact SUV",25,0.758,0.6328,0.558
"817",2134,"Borgward","Borgward BX7","BorgwardBorgward BX7",17635,"SUV","Compact SUV",24,2.348,2.0255,1.698
"818",2157,"BAIC Motor","BAIC BJ20","BAIC MotorBAIC BJ20",11959,"SUV","Compact SUV",12,1.398,1.188,0.968
"819",2178,"Volkswagen","Volkswagen B8 Variant","VolkswagenVolkswagen B8 Variant",2981,"Passenger Car","Midsize Upper",19,4.358,3.50926315789474,2.668
"820",2409,"BISU","BISU T5","BISUBISU T5",2571,"SUV","Compact SUV",4,0.899,0.8165,0.729
"821",2419,"Alfa Romeo","Alfa Romeo Stelvio","Alfa RomeoAlfa Romeo Stelvio",292,"Luxury SUV","Midsize Luxury SUV",3,4.78,4.48,4.18
"822",2426,"Land Rover","Land Rover Range Rover Velar","Land RoverLand Rover Range Rover Velar",23,"Luxury SUV","Midsize Luxury SUV",NA,NA,NA,NA
"823",2638,"SAIC","Roewe ERX5 EV","SAICRoewe ERX5 EV",364,"SUV","Midsize SUV",NA,NA,NA,NA
"824",13,"Aston Martin","Aston Martin Vanquish","Aston MartinAston Martin Vanquish",8,"Sports Car","Large Sports",13,62.8,52.0707692307692,39.88
"825",14,"Aston Martin","Aston Martin Vantage","Aston MartinAston Martin Vantage",15,"Sports Car","Large Sports",76,38.938,26.7951052631579,19.88
"826",18,"Audi","Audi A4","AudiAudi A4",1448,"Luxury Car","Compact Luxury",70,5.486,3.84661428571429,2.769
"827",21,"Audi","Audi A6","AudiAudi A6",928,"Luxury Car","Midsize Luxury",283,11,4.71668551236749,3.482
"828",23,"Audi","Audi A7","AudiAudi A7",2295,"Luxury Car","Large Luxury",61,10.2,8.15180327868852,5.98
"829",47,"Beijing Hyundai","Hyundai Elantra","Beijing HyundaiHyundai Elantra",238,"Passenger Car","Midsize Basic",205,1.668,1.08026341463415,0.898
"830",68,"BMW","BMW 5GT","BMWBMW 5GT",3136,"Luxury Car","Midsize Luxury",98,18.6,10.4521428571429,6.88
"831",99,"BYD","BYD F0","BYDBYD F0",5476,"Passenger Car","Compact Mini",123,0.539,0.430626016260163,0.369
"832",112,"Cadillac","Cadillac Escalade","CadillacCadillac Escalade",287,"Luxury SUV","Large Luxury SUV",41,24.8,14.13875,10.36
"833",128,"Changan Car","Changan Honor","Changan CarChangan Honor",58718,"Van","Mini Van",170,0.669,0.52616049382716,0.359
"834",146,"Changan Ford","Ford S-MAX","Changan FordFord S-MAX",3,"MPV","Compact MPV",86,2.458,2.2173023255814,1.948
"835",202,"Chery","Chery E5","CheryChery E5",2,"Passenger Car","Midsize Basic",84,0.848,0.701809523809524,0.598
"836",282,"Dongfeng","Future Joyear","DongfengFuture Joyear",103,"MPV","Compact MPV",208,1.458,0.832903846153846,0.569
"837",301,"Dongfeng Nissan","Nissan Teana","Dongfeng NissanNissan Teana",56402,"Passenger Car","Midsize Upper",267,3.618,2.35589513108614,1.758
"838",320,"Dongfeng Yueda Kia","Kia K2","Dongfeng Yueda KiaKia K2",44278,"Passenger Car","Compact Upper",139,1.099,0.894084745762712,0.729
"839",325,"Dongfeng Yueda Kia","Kia Soul","Dongfeng Yueda KiaKia Soul",5,"Passenger Car","Compact Basic",86,1.418,1.18358139534884,1.038
"840",330,"Dongfeng Yulon","Yulon Master CEO","Dongfeng YulonYulon Master CEO",22,"MPV","Large MPV",12,4.18,4.08,3.98
"841",376,"FAW Jilin","FAW Jilin Xenia M80","FAW JilinFAW Jilin Xenia M80",8,"MPV","Compact MPV",138,0.815,0.651246376811594,0.519
"842",380,"FAW Toyota","Toyota Corolla EX","FAW ToyotaToyota Corolla EX",3984,"Passenger Car","Midsize",176,2.088,1.37205681818182,0.908
"843",392,"FAW Volkswagen","Volkswagen Bora","FAW VolkswagenVolkswagen Bora",111213,"Passenger Car","Midsize",411,2.59,1.37283941605839,1.048
"844",427,"Foton","Foton Fengjing","FotonFoton Fengjing",705,"Van","Mini Van",1340,1.85,0.726867469879518,0.56
"845",449,"GAC Mitsubishi","Mitsubishi ASX","GAC MitsubishiMitsubishi ASX",16522,"SUV","Midsize SUV",100,2.188,1.605,1.098
"846",464,"Geely","Emgrand EC8","GeelyEmgrand EC8",64,"Passenger Car","Midsize Upper",172,2.098,1.37754651162791,0.889
"847",497,"GQ Honda","Honda City","GQ HondaHonda City",31941,"Passenger Car","Midsize",174,1.598,1.11772413793103,0.798
"848",498,"GQ Honda","Honda Crider","GQ HondaHonda Crider",52446,"Passenger Car","Midsize",82,1.498,1.29434146341463,1.098
"849",512,"Haima","Haima Freema","HaimaHaima Freema",6,"MPV","Compact MPV",181,2.29,1.26076243093923,0.798
"850",522,"Honda","Honda CR-Z","HondaHonda CR-Z",1,"Passenger Car","Compact Basic",10,3.25,3.0328,2.888
"851",554,"JAC","JAC Heyue","JACJAC Heyue",1622,"Passenger Car","Midsize Basic",155,0.978,0.745870967741936,0.528
"852",582,"Jinbei","Jinbei Hiace","JinbeiJinbei Hiace",15612,"Van","Van",1904,2.498,0.959432773109244,0.389
"853",624,"Toyota","Lexus GX","ToyotaLexus GX",440,"Luxury SUV","Large Luxury SUV",17,11.6,9.63082352941177,8.1
"854",654,"Ferrari Maserati","Maserati Ghibli","Ferrari MaseratiMaserati Ghibli",2349,"Sports Car","Midsize Sports",16,13.98,11.80875,8.98
"855",680,"Mercedes-Benz","Mercedes-Benz CLS-Class","Mercedes-BenzMercedes-Benz CLS-Class",2149,"Luxury Car","Compact Luxury",68,14.98,9.61647058823529,6.98
"856",686,"Mercedes-Benz","Mercedes-Benz GL-Class","Mercedes-BenzMercedes-Benz GL-Class",137,"Luxury SUV","Large Luxury SUV",85,18.98,13.8528395061728,10.38
"857",688,"Mercedes-Benz","Mercedes-Benz M AMG","Mercedes-BenzMercedes-Benz M AMG",1,"Luxury SUV","Midsize Luxury SUV",17,20.98,19.7152941176471,18.98
"858",699,"Mercedes-Benz","Mercedes-Benz Smart","Mercedes-BenzMercedes-Benz Smart",13013,"Passenger Car","Compact Mini",175,3.88,1.7068688,1.15
"859",757,"Renault","Renault Fluence","RenaultRenault Fluence",196,"Passenger Car","Compact",31,1.958,1.72703225806452,1.398
"860",763,"Renault","Renault Talisman","RenaultRenault Talisman",6,"Passenger Car","Midsize Upper",25,4.888,3.9752,3.208
"861",773,"SAIC","Roewe 950","SAICRoewe 950",510,"Passenger Car","Midsize Upper",39,3.199,2.30746153846154,1.688
"862",774,"SAIC","Roewe E50","SAICRoewe E50",11,"Passenger Car","Midsize Basic",7,2.349,2.21757142857143,1.889
"863",775,"SAIC","Roewe W5","SAICRoewe W5",206,"SUV","Midsize SUV",49,2.988,2.16228571428571,1.428
"864",791,"SAIC","MG 5","SAICMG 5",62,"Passenger Car","Midsize",109,1.407,1.10747706422018,0.877
"865",792,"SAIC","MG 6","SAICMG 6",1315,"Passenger Car","Midsize",185,1.928,1.49967567567568,1.168
"866",819,"SGM-Buick","Buick Excelle XT","SGM-BuickBuick Excelle XT",4,"Passenger Car","Midsize Basic",65,1.859,1.54733846153846,1.299
"867",848,"Shanghai Volkswagen","Volkswagen Polo","Shanghai VolkswagenVolkswagen Polo",82433,"Passenger Car","Compact Upper",351,1.589,1.09741595441595,0.759
"868",850,"Shanghai Volkswagen","Volkswagen Santana","Shanghai VolkswagenVolkswagen Santana",7,"Passenger Car","Midsize Basic",274,2.4,1.26812962962963,0.758
"869",860,"Shanghai Volkswagen Skoda","Skoda Fabia","Shanghai Volkswagen SkodaSkoda Fabia",5698,"Passenger Car","Compact Upper",210,1.179,0.981838095238095,0.699
"870",864,"Shanghai Volkswagen Skoda","Skoda Superb","Shanghai Volkswagen SkodaSkoda Superb",20291,"Passenger Car","Midsize Upper",194,2.768,2.05774742268041,1.676
"871",866,"Shuanghuan","Shuanghuan SCEO","ShuanghuanShuanghuan SCEO",1,"SUV","Midsize SUV",279,1.588,1.33807168458781,0.998
"872",884,"Geely","SMA Haijing","GeelySMA Haijing",800,"Passenger Car","Compact",25,1.088,0.68232,0.519
"873",934,"Toyota","Toyota 4Runner","ToyotaToyota 4Runner",1307,"SUV","Midsize SUV",18,6.5,4.80666666666667,2.58
"874",935,"Toyota","Toyota 86","ToyotaToyota 86",390,"Sports Car","Compact Sports",18,2.878,2.71888888888889,2.498
"875",968,"Volkswagen","Volkswagen Tiguan","VolkswagenVolkswagen Tiguan",4194,"SUV","Midsize SUV",73,4.5,3.74805479452055,2.628
"876",969,"Volkswagen","Volkswagen Touareg","VolkswagenVolkswagen Touareg",8638,"Luxury SUV","Large Luxury SUV",207,15.8,8.65708737864078,6.588
"877",972,"Volvo","Volvo S60","VolvoVolvo S60",30,"Luxury Car","Compact Luxury",69,6.069,3.88336231884058,2.828
"878",1024,"Zotye","Zotye V10","ZotyeZotye V10",1,"Van","Mini Van",24,0.508,0.411333333333333,0.378
"879",1127,"BMW Brilliance","BMW X1","BMW BrillianceBMW X1",41401,"Luxury SUV","Compact Luxury SUV",85,4.99,3.57501176470588,2.59
"880",1211,"Audi","Audi RS5","AudiAudi RS5",6,"Luxury Car","Compact Luxury",14,12.88,10.9957142857143,7.22
"881",1278,"Haima","Haima 3","HaimaHaima 3",10,"Passenger Car","Compact",57,1.9,1.20963157894737,1.038
"882",1353,"Beijing Hyundai","Hyundai Verna Ruiyi","Beijing HyundaiHyundai Verna Ruiyi",2559,"Passenger Car","Compact Upper",40,0.999,0.871,0.729
"883",1422,"Suzuki","Suzuki Swift","SuzukiSuzuki Swift",2,"Passenger Car","Compact Basic",NA,NA,NA,NA
"884",1488,"Greatwall","Haval H7","GreatwallHaval H7",19438,"SUV","Midsize SUV",20,1.938,1.729,1.498
"885",1502,"FAW Mazda","Mazda 6 Atenza","FAW MazdaMazda 6 Atenza",28588,"Passenger Car","Midsize Upper",56,2.398,2.04835714285714,1.758
"886",1503,"Tianjin FAW","Tianjin FAW Xiali N3","Tianjin FAWTianjin FAW Xiali N3",4,"Passenger Car","Compact Mini",84,0.518,0.411309523809524,0.319
"887",1508,"Changan Peugeot-Citroen","Citroen DS 6","Changan Peugeot-CitroenCitroen DS 6",1975,"Luxury SUV","Midsize Luxury SUV",42,3.019,2.44516666666667,1.939
"888",1605,"Dongfeng Yulon","Yulon Luxgen 5 Sedan","Dongfeng YulonYulon Luxgen 5 Sedan",226,"Passenger Car","Midsize",47,1.838,1.29076595744681,0.858
"889",1662,"Dongfeng","Fengshen L60","DongfengFengshen L60",1558,"Passenger Car","Compact",15,1.297,1.041,0.897
"890",1763,"Morgan","Morgan Roadster","MorganMorgan Roadster",2,"Sports Car","Midsize Sports",NA,NA,NA,NA
"891",1777,"Dongfeng Citroen","Citroen C3-XR","Dongfeng CitroenCitroen C3-XR",15611,"SUV","Compact SUV",40,1.718,1.3565,1.088
"892",1831,"Lifan","Lifan Letu","LifanLifan Letu",2052,"Van","Mini Van",26,0.598,0.474923076923077,0.358
"893",1836,"Volkswagen","Volkswagen Kombi","VolkswagenVolkswagen Kombi",1,"Van","Van",NA,NA,NA,NA
"894",1875,"Landwind","Landwind X7","LandwindLandwind X7",14096,"SUV","Compact SUV",13,1.478,1.378,1.298
"895",1876,"McLaren","McLaren 625C","McLarenMcLaren 625C",7,"Sports Car","Large Sports",8,38.18,36.58,34.98
"896",1877,"Mercedes-Benz","Mercedes-Benz GLE-Class","Mercedes-BenzMercedes-Benz GLE-Class",24570,"Luxury SUV","Midsize Luxury SUV",54,14.98,8.64411111111111,3.586
"897",1897,"Dongfeng Infiniti","Infiniti Q50","Dongfeng InfinitiInfiniti Q50",10895,"Luxury Car","Midsize Luxury",27,4.298,3.47207407407407,2.798
"898",1913,"Nissan","Infiniti QX80","NissanInfiniti QX80",325,"Luxury SUV","Large Luxury SUV",6,15.28,14.18,11.98
"899",1951,"BAIC Yinxiang","BAIC Huansu S6","BAIC YinxiangBAIC Huansu S6",8244,"SUV","Compact SUV",38,1.168,0.994315789473684,0.798
"900",1976,"Dongfeng","Fengshen E30L","DongfengFengshen E30L",4,"Passenger Car","Compact Mini",2,1.648,1.648,1.648
"901",1994,"Chery","Chery Arrizo 3","CheryChery Arrizo 3",182,"Passenger Car","Midsize",42,0.759,0.647095238095238,0.539
"902",2026,"Dongfeng","Future S500","DongfengFuture S500",9209,"MPV","Midsize MPV",39,0.999,0.789,0.599
"903",2040,"Liebao","Liebao CS10","LiebaoLiebao CS10",49781,"SUV","Compact SUV",54,1.468,1.18374074074074,0.898
"904",2044,"Shanghai Volkswagen","Volkswagen Gran Santana","Shanghai VolkswagenVolkswagen Gran Santana",137405,"Passenger Car","Midsize Basic",73,1.389,1.10791780821918,0.849
"905",2055,"Chery","Chery Arrizo 5","CheryChery Arrizo 5",54108,"Passenger Car","Midsize",38,0.979,0.761105263157895,0.589
"906",2067,"Zotye","Zotye D2","ZotyeZotye D2",9058,"Passenger Car","Compact Mini",6,1.588,1.57633333333333,1.518
"907",2090,"Dongfeng","Future Joyear S50","DongfengFuture Joyear S50",5579,"Passenger Car","Compact",43,1.318,0.839209302325581,0.659
"908",2116,"Jinbei","Jinbei Zhishang S35","JinbeiJinbei Zhishang S35",750,"MPV","Midsize MPV",16,0.788,0.67925,0.598
"909",2118,"SGM-Wuling","Baojun 330","SGM-WulingBaojun 330",9,"Passenger Car","Compact",12,0.598,0.578,0.558
"910",2133,"NLM Motor","Qiteng EX80","NLM MotorQiteng EX80",478,"Van","Mini Van",21,0.608,0.528428571428571,0.429
"911",2139,"GAC Fiat","Jeep Cherokee","GAC FiatJeep Cherokee",47149,"SUV","Midsize SUV",80,3.198,2.586,2.098
"912",2140,"Geely","Geely Boyue","GeelyGeely Boyue",117704,"SUV","Midsize SUV",25,1.578,1.2604,0.988
"913",2152,"Mercedes-Benz","Mercedes-Benz GLS AMG","Mercedes-BenzMercedes-Benz GLS AMG",152,"Luxury SUV","Large Luxury SUV",6,19.98,16.1723333333333,8.557
"914",2163,"SAIC","Roewe e950","SAICRoewe e950",1403,"Passenger Car","Midsize Upper",5,3.088,2.9022,2.559
"915",2189,"Geely","Emgrand GS","GeelyEmgrand GS",68288,"SUV","Compact SUV",22,1.088,0.929818181818182,0.778
"916",2197,"BMW Brilliance","BMW 2 Series Active Tourer","BMW BrillianceBMW 2 Series Active Tourer",7240,"MPV","Compact MPV",10,3.319,2.775,2.369
"917",2200,"JAC","JAC iEV6S","JACJAC iEV6S",3,"SUV","Compact SUV",2,2.198,2.198,2.198
"918",2214,"SGM-Cadillac","Cadillac XT5","SGM-CadillacCadillac XT5",33410,"Luxury SUV","Midsize Luxury SUV",18,5.399,4.28233333333333,3.599
"919",2215,"SGM-Wuling","Baojun 310","SGM-WulingBaojun 310",61543,"Passenger Car","Compact",11,0.538,0.450727272727273,0.368
"920",2222,"Changhe","Changhe Q35","ChangheChanghe Q35",6578,"SUV","Compact SUV",12,0.869,0.765666666666667,0.659
"921",2224,"Chery","Chery V3","CheryChery V3",2513,"MPV","Compact MPV",14,0.788,0.712285714285714,0.628
"922",2231,"Huatai","Huatai xEV260","HuataiHuatai xEV260",882,"SUV","Compact SUV",12,2.728,2.5655,2.458
"923",2253,"Dongfeng Nissan","Venucia T90","Dongfeng NissanVenucia T90",20147,"SUV","Midsize SUV",12,1.548,1.288,1.098
"924",2268,"Dongfeng Citroen","Citroen C6","Dongfeng CitroenCitroen C6",4892,"Passenger Car","Midsize Upper",10,2.799,2.261,1.899
"925",2273,"Kangdi","Kangdi K17","KangdiKangdi K17",135,"Passenger Car","Compact",NA,NA,NA,NA
"926",2277,"FAW Volkswagen","Volkswagen Golf Sportsvan","FAW VolkswagenVolkswagen Golf Sportsvan",23544,"MPV","Compact MPV",16,1.979,1.65025,1.319
"927",2286,"BMW Brilliance","BMW 1 Series","BMW BrillianceBMW 1 Series",7818,"Luxury Car","Compact Luxury",5,3.198,2.608,2.048
"928",2306,"FAW Volkswagen","Volkswagen C-TREK","FAW VolkswagenVolkswagen C-TREK",27150,"Passenger Car","Compact",14,1.629,1.43185714285714,1.259
"929",2327,"Hanteng Autos","Hanteng X7","Hanteng AutosHanteng X7",16119,"SUV","Compact SUV",20,1.488,1.065,0.798
"930",2333,"Zotye","Zotye SR9","ZotyeZotye SR9",14246,"SUV","Midsize SUV",20,1.698,1.4005,1.088
"931",2339,"Beijing Hyundai","Hyundai Verna Yuena RV","Beijing HyundaiHyundai Verna Yuena RV",2750,"Passenger Car","Compact Upper",5,1.088,0.942,0.788
"932",2370,"SAIC","Roewe i6","SAICRoewe i6",18825,"Passenger Car","Compact",9,1.438,1.14911111111111,0.898
"933",2383,"BISU","BISU T3","BISUBISU T3",2593,"SUV","Compact SUV",6,0.869,0.809,0.749
"934",2401,"Zhonghua","Zhonghua H3","ZhonghuaZhonghua H3",2432,"Passenger Car","Compact",6,0.889,0.759,0.639
"935",2414,"SGM-Wuling","Baojun E100","SGM-WulingBaojun E100",176,"Passenger Car","Compact Mini",2,1.099,1.019,0.939
"936",2434,"AvtoVAZ","Volga Lada 4X4","AvtoVAZVolga Lada 4X4",217,"SUV","Compact SUV",NA,NA,NA,NA
"937",2562,"Dongfeng Yulon","Yulon Yulu EV2","Dongfeng YulonYulon Yulu EV2",50,"Passenger Car","Compact Mini",NA,NA,NA,NA
"938",2563,"Haima","Haima S5 Young","HaimaHaima S5 Young",3440,"SUV","Compact SUV",2,0.798,0.778,0.758
"939",2285,"BAIC Yinxiang","BAIC Huansu H2V","BAIC YinxiangBAIC Huansu H2V",2964,"MPV","Compact MPV",4,0.398,0.378,0.358
"940",2288,"SGM-Chevrolet","Chevrolet Cavalier","SGM-ChevroletChevrolet Cavalier",66023,"Passenger Car","Midsize",10,1.099,0.939,0.799
"941",2300,"Shanghai Volkswagen","Volkswagen Teramont","Shanghai VolkswagenVolkswagen Teramont",20799,"SUV","Midsize SUV",9,5.189,4.02233333333333,3.089
"942",2307,"Lifan","Lifan Xuanlang","LifanLifan Xuanlang",2524,"MPV","Compact MPV",12,1.068,0.827166666666667,0.698
"943",2316,"Victory Auto","Victory V1","Victory AutoVictory V1",33,"Van","Mini Van",NA,NA,NA,NA
"944",2348,"BAIC Motor","BAIC M50F","BAIC MotorBAIC M50F",14132,"MPV","Midsize MPV",25,0.918,0.7628,0.558
"945",2353,"Hyundai","Hyundai Grand SantaFe Geyue","HyundaiHyundai Grand SantaFe Geyue",183,"SUV","Midsize SUV",NA,NA,NA,NA
"946",2354,"NLM Motor","Qiteng V60","NLM MotorQiteng V60",545,"Van","Mini Van",12,0.669,0.622333333333333,0.569
"947",2362,"FAW Toyota","Toyota Vios FS","FAW ToyotaToyota Vios FS",13201,"Passenger Car","Compact Upper",8,1.098,0.858,0.698
"948",2389,"Sichuan","Sichuan T80","SichuanSichuan T80",1045,"SUV","Midsize SUV",6,1.398,1.148,0.898
"949",2412,"Haima","Haima S3","HaimaHaima S3",88,"SUV","Compact SUV",NA,NA,NA,NA
"950",2422,"Huatai","Huatai EV160","HuataiHuatai EV160",152,"Passenger Car","Compact Mini",2,1.098,1.063,1.028
"951",2578,"JAC","JAC iEV7","JACJAC iEV7",8,"Passenger Car","Midsize",1,1.585,1.585,1.585
"952",2579,"Changan Car","Changan CS55","Changan CarChangan CS55",769,"SUV","Compact SUV",8,1.329,1.04025,0.839
"953",2204,"BAIC Motor","BAIC S50","BAIC MotorBAIC S50",8590,"SUV","Compact SUV",24,1.208,1.02466666666667,0.798
"954",2210,"BYD","BYD E5","BYDBYD E5",7518,"Passenger Car","Midsize",9,2.498,2.285,1.959
"955",2221,"Aston Martin","Aston Martin DB11","Aston MartinAston Martin DB11",107,"Sports Car","Large Sports",5,32.88,30.324,23.68
"956",2227,"FAW Car","Besturn X40","FAW CarBesturn X40",26221,"SUV","Compact SUV",9,1.018,0.836888888888889,0.668
"957",2229,"GAC","Trumpchi GS8","GACTrumpchi GS8",55829,"SUV","Midsize SUV",12,2.598,1.983,1.638
"958",2250,"Tianjin FAW","Tianjin FAW Junpai A70","Tianjin FAWTianjin FAW Junpai A70",1636,"Passenger Car","Compact",12,0.878,0.758,0.648
"959",2263,"BAIC Motor","BAIC EX Series","BAIC MotorBAIC EX Series",1736,"SUV","Compact SUV",6,2.169,2.07233333333333,1.929
"960",2274,"Geely","Geely Vision SUV","GeelyGeely Vision SUV",58045,"SUV","Midsize SUV",12,1.019,0.882333333333333,0.749
"961",2291,"Chery","Chery Arrizo 7E","CheryChery Arrizo 7E",421,"Passenger Car","Midsize",6,2.129,1.95233333333333,1.799
"962",2297,"Beijing Hyundai","Hyundai Verna Yuena","Beijing HyundaiHyundai Verna Yuena",40404,"Passenger Car","Compact Upper",12,1.058,0.886333333333333,0.728
"963",2318,"Yogomo","Yogomo Jieshun","YogomoYogomo Jieshun",10,"MPV","Compact MPV",NA,NA,NA,NA
"964",2350,"Volvo China","Volvo S90","Volvo ChinaVolvo S90",3365,"Luxury Car","Large Luxury",10,5.518,4.524,3.698
"965",2352,"Greatwall","Haval H2s","GreatwallHaval H2s",47179,"SUV","Compact SUV",20,1.028,0.935,0.838
"966",2356,"Alpina","Alpina B4","AlpinaAlpina B4",2,"Luxury Car","Compact Luxury",NA,NA,NA,NA
"967",2361,"Dongfeng Yueda Kia","Kia KX7","Dongfeng Yueda KiaKia KX7",2438,"SUV","Midsize SUV",9,2.768,2.17175,1.798
"968",2364,"GAC Toyota","Toyota Yaris L Zhixiang","GAC ToyotaToyota Yaris L Zhixiang",11933,"Passenger Car","Compact Upper",9,1.068,0.888,0.698
"969",2373,"Shanghai Volkswagen Skoda","Skoda Kodiaq","Shanghai Volkswagen SkodaSkoda Kodiaq",9506,"SUV","Midsize SUV",6,2.698,2.28133333333333,1.898
"970",2382,"BISU","BISU M3","BISUBISU M3",3346,"MPV","Compact MPV",14,0.839,0.736142857142857,0.619
"971",2393,"Dongfeng Yueda Kia","Kia HORKI","Dongfeng Yueda KiaKia HORKI",1,"Passenger Car","Compact Basic",NA,NA,NA,NA
"972",2612,"Dongfeng","Junfeng ER30","DongfengJunfeng ER30",20,"Passenger Car","Compact Mini",NA,NA,NA,NA
"973",2588,"Zotye","Zotye T600 Coupe","ZotyeZotye T600 Coupe",2288,"SUV","Midsize SUV",11,1.468,1.138,0.868
"974",2602,"Greatwall","Haval M6","GreatwallHaval M6",382,"SUV","Compact SUV",5,1.098,0.998,0.898
"975",2640,"Yogomo","Yogomo E Chi","YogomoYogomo E Chi",5,"Passenger Car","Compact Mini",NA,NA,NA,NA
