"","modelIdx","stdMake","stdModel","cp","numb","Segment","Subsegment","highprice","meanprice","lowprice","type","typedif","typeper","oil","level"
"755",966,"Volkswagen","Volkswagen Scirocco","VolkswagenVolkswagen Scirocco",209,"Passenger Car","Sporty",3.988,3.21401086956522,1.988,"跑车",1,1,6.66931818181818,"紧凑型车"
"756",981,"Xinkai","Xinkai","XinkaiXinkai",1,"SUV","Midsize SUV",1.298,0.931692307692308,0.68,"SUV",1,1,NA,"中型车"
"757",990,"Youngman","Lotus L5","YoungmanLotus L5",144,"Passenger Car","Midsize",1.218,1.06414035087719,0.858,"轿车",2,0.87719298245614,8.67368421052632,"紧凑型车"
"758",998,"Zhengzhou Nissan","Nissan Junfeng","Zhengzhou NissanNissan Junfeng",3,"Truck","Pickup Truck",0.455,0.4265,0.398,"客车",1,1,6.5,"微型客车"
"759",1001,"Zhengzhou Nissan","Nissan Paladin","Zhengzhou NissanNissan Paladin",20,"SUV","Compact SUV",2.998,2.13465178571429,1.598,"越野车",1,1,9.94903225806452,"中型车"
"760",1019,"Zotye","Zotye 5008","ZotyeZotye 5008",9,"SUV","Compact SUV",1.08,0.678,0.538,"SUV",1,1,7.14745762711864,"紧凑型车"
"761",1021,"Zotye","Zotye M300","ZotyeZotye M300",19,"Van","Mini Van",1.498,0.897772727272727,0.698,"MPV",1,1,8.8,"紧凑型车"
"762",1025,"Zotye","Zotye Z100","ZotyeZotye Z100",54,"Passenger Car","Compact Mini",0.35,0.323333333333333,0.3,"轿车",1,1,5.2,"微型车"
"763",1031,"Dongfeng","Future Xiaokang","DongfengFuture Xiaokang",17643,"Van","Mini Van",0.618,0.393868263473054,0.259,"客车",3,0.725274725274725,7.35913312693498,"微型客车"
"764",1135,"SGM-Cadillac","Cadillac XTS","SGM-CadillacCadillac XTS",22570,"Luxury Car","Midsize Luxury",5.699,4.14146575342466,3.499,"轿车",1,1,9.0027397260274,"中大型车"
"765",1220,"Mercedes-Benz","Mercedes-Benz A AMG","Mercedes-BenzMercedes-Benz A AMG",711,"Luxury Car","Compact Luxury",5.92,5.15111111111111,4.98,"轿车",1,1,7.71428571428571,"紧凑型车"
"766",1241,"BAIC Motor","BAIC Senova D50","BAIC MotorBAIC Senova D50",1739,"Passenger Car","Midsize",1.198,0.915567567567568,0.748,"轿车",1,1,7.11212121212121,"紧凑型车"
"767",1281,"Haima","Haima S5","HaimaHaima S5",31467,"SUV","Compact SUV",1.168,0.965311827956989,0.738,"SUV",1,1,7.5,"紧凑型车"
"768",1302,"McLaren","McLaren 650S","McLarenMcLaren 650S",12,"Sports Car","Large Sports",40.68,39.13,37.58,"敞篷跑车",2,0.5,11.7,"中型车"
"769",1314,"SAIC Maxus","SAIC Maxus G10","SAIC MaxusSAIC Maxus G10",8759,"MPV","Midsize MPV",2.698,1.73765517241379,1.338,"MPV",1,1,9.75402298850575,"中大型车"
"770",1316,"SGM-Wuling","Baojun 610","SGM-WulingBaojun 610",43,"Passenger Car","Compact",0.878,0.758,0.658,"轿车",1,1,6.43658536585366,"紧凑型车"
"771",1327,"Tesla","Tesla Model S","TeslaTesla Model S",2713,"Passenger Car","Midsize Upper",13.998,8.28202,6.411,"轿车",1,1,NA,"中大型车"
"772",1335,"BYD","BYD Sirui","BYDBYD Sirui",4,"Passenger Car","Midsize",1.509,1.22042857142857,1.039,"轿车",1,1,6.81428571428571,"中型车"
"773",1474,"GAC Toyota","Toyota Yaris L","GAC ToyotaToyota Yaris L",27815,"Passenger Car","Compact Upper",1.088,0.879693548387097,0.698,"轿车",1,1,5.58387096774194,"小型车"
"774",1482,"BMW","BMW i8","BMWBMW i8",61,"Luxury Car","Large Luxury",19.88,19.88,19.88,"跑车",1,1,2.1,"中型车"
"775",1501,"Zotye","Zotye Z500","ZotyeZotye Z500",1557,"Passenger Car","Midsize",1.098,0.913161290322581,0.768,"轿车",1,1,7.36129032258065,"中型车"
"776",1526,"BAIC Motor","BAIC Luba","BAIC MotorBAIC Luba",4,"SUV","Midsize SUV",3.28,1.77966153846154,1.468,"越野车",1,1,11,"中型车"
"777",1549,"GQ Honda","Honda Vezel","GQ HondaHonda Vezel",75000,"SUV","Compact SUV",1.898,1.5200618556701,1.288,"SUV",1,1,6.52061855670103,"小型车"
"778",1568,"TechArt","TechArt T2","TechArtTechArt T2",1,"Sports Car","Midsize Sports",NA,NA,NA,NA,NA,NA,NA,NA
"779",1580,"Dongfeng Yulon","Yulon Luxgen Luxury 7 MPV","Dongfeng YulonYulon Luxgen Luxury 7 MPV",785,"MPV","Large MPV",2.78,2.29295238095238,1.698,"MPV",1,1,10.2380952380952,"中型车"
"780",1661,"Greatwall","Haval H1","GreatwallHaval H1",14341,"SUV","Compact SUV",0.829,0.70790243902439,0.549,"SUV",1,1,6.12439024390244,"小型车"
"781",1682,"GAC Gonow","GAC Gonow Xingwang","GAC GonowGAC Gonow Xingwang",1,"Van","Mini Van",0.438,0.329565217391304,0.259,"客车",2,0.869565217391304,NA,"微型客车"
"782",1685,"Haima","Haima Cupid","HaimaHaima Cupid",22,"Passenger Car","Compact",0.719,0.621747252747253,0.499,"轿车",1,1,6.38791208791209,"小型车"
"783",1737,"Zhonghua","Zhonghua Splendor FRV","ZhonghuaZhonghua Splendor FRV",7,"Passenger Car","Midsize Basic",0.858,0.694179487179487,0.558,"轿车",1,1,7.37692307692308,"紧凑型车"
"784",1739,"Zhonghua","Zhonghua Splendor FSV","ZhonghuaZhonghua Splendor FSV",212,"Passenger Car","Midsize Basic",1.1,0.833451612903226,0.658,"轿车",1,1,7.09622641509434,"紧凑型车"
"785",1747,"Ferrari Maserati","Ferrari LaFerrari","Ferrari MaseratiFerrari LaFerrari",3,"Sports Car","Large Sports",225,225,225,"跑车",1,1,NA,"中大型车"
"786",1755,"Chery","Cowin C3","CheryCowin C3",2192,"SUV","Compact SUV",0.608,0.521529411764706,0.458,"轿车",1,1,6.26470588235294,"小型车"
"787",1764,"SGM-Cadillac","Cadillac ATS-L","SGM-CadillacCadillac ATS-L",29705,"Luxury Car","Compact Luxury",4.638,3.50378947368421,2.888,"轿车",1,1,8.17894736842105,"中型车"
"788",1775,"Chery","Cowin C3R","CheryCowin C3R",351,"Passenger Car","Compact",0.608,0.524774193548387,0.458,"轿车",1,1,6.32903225806452,"小型车"
"789",1784,"McLaren","McLaren P1","McLarenMcLaren P1",2,"Sports Car","Large Sports",NA,NA,NA,NA,NA,NA,NA,NA
"790",1785,"Mercedes-Benz","Mercedes-Benz AMG GT","Mercedes-BenzMercedes-Benz AMG GT",62,"Sports Car","Large Sports",22.88,16.9675,14.18,"跑车",1,1,10.2,"中大型车"
"791",1789,"BAIC Motor","BAIC Senova D60","BAIC MotorBAIC Senova D60",128,"Passenger Car","Compact",1.688,1.414,1.198,"轿车",1,1,7.88,"紧凑型车"
"792",1802,"Volvo China","Volvo XC Classic","Volvo ChinaVolvo XC Classic",1,"Luxury SUV","Large Luxury SUV",6.389,5.939,5.489,"SUV",1,1,11.8,"大型车"
"793",1818,"BAIC Motor","BAIC Senova D20","BAIC MotorBAIC Senova D20",90,"Passenger Car","Compact",0.818,0.63375,0.488,"轿车",1,1,6.6,"小型车"
"794",1828,"Fudi","Fudi Lanfu","FudiFudi Lanfu",1755,"SUV","Midsize SUV",1.538,1.24179310344828,0.898,"SUV",1,1,9.24827586206897,"中型车"
"795",1862,"BAIC Motor","BAIC Senova X65","BAIC MotorBAIC Senova X65",1728,"SUV","Compact SUV",1.348,1.10133333333333,0.838,"SUV",1,1,8.25,"紧凑型车"
"796",1874,"Foton","Foton Sauvana","FotonFoton Sauvana",985,"SUV","Midsize SUV",2.108,1.62811111111111,1.258,"SUV",1,1,8.77317073170732,"紧凑型车"
"797",1882,"SGM-Wuling","Wuling Zhengcheng","SGM-WulingWuling Zhengcheng",5054,"Van","Mini Van",0.772,0.714333333333333,0.66,"客车",1,1,8.66666666666667,"轻型客车"
"798",1883,"Southeast","Southeast DX7","SoutheastSoutheast DX7",23584,"SUV","Compact SUV",1.399,1.21860784313725,0.969,"SUV",1,1,8.03333333333333,"紧凑型车"
"799",1895,"Nissan","Infiniti Q60","NissanInfiniti Q60",101,"Luxury Car","Midsize Luxury",6.99,6.3749,4.368,"敞篷跑车",2,0.5,10.07,"中大型车"
"800",1896,"Nissan","Infiniti Q70","NissanInfiniti Q70",3711,"Luxury Car","Large Luxury",7.458,5.34133333333333,3.998,"轿车",1,1,8.82916666666667,"中大型车"
"801",1952,"Dongfeng Peugeot","Peugeot 308S","Dongfeng PeugeotPeugeot 308S",1391,"Passenger Car","Midsize",1.797,1.37766666666667,1.127,"轿车",1,1,5.7,"紧凑型车"
"802",1953,"Ferrari Maserati","Ferrari 488","Ferrari MaseratiFerrari 488",160,"Sports Car","Large Sports",38.88,36.38,33.88,"敞篷跑车",2,0.5,11.4,"中大型车"
"803",1964,"Zotye","Zotye Z700","ZotyeZotye Z700",6067,"Passenger Car","Midsize",1.588,1.27495652173913,0.998,"轿车",1,1,8.52608695652174,"中大型车"
"804",1974,"Chrysler","Dodge Durango","ChryslerDodge Durango",3,"SUV","Midsize SUV",NA,NA,NA,NA,NA,NA,NA,NA
"805",1988,"Jinbei","Jinbei 750","JinbeiJinbei 750",8666,"MPV","Midsize MPV",0.733,0.591823529411765,0.468,"MPV",1,1,7.6,"紧凑型车"
"806",1998,"Chery","Chery Arrizo M7","CheryChery Arrizo M7",37,"MPV","Midsize MPV",1.079,0.962333333333333,0.799,"MPV",1,1,8.8,"中型车"
"807",1999,"JAC","JAC iEV","JACJAC iEV",1192,"Passenger Car","Midsize Basic",1.808,1.64226315789474,1.285,"轿车",1,1,NA,"小型车"
"808",2025,"Dongfeng","Future F600","DongfengFuture F600",2520,"MPV","Midsize MPV",1.229,1.095,0.999,"MPV",1,1,8.57,"中型车"
"809",2042,"McLaren","McLaren 570S","McLarenMcLaren 570S",40,"Sports Car","Large Sports",NA,NA,NA,NA,NA,NA,NA,NA
"810",2049,"Zotye","Zotye E200","ZotyeZotye E200",4523,"Passenger Car","Compact Mini",1.818,1.818,1.818,"轿车",1,1,NA,"微型车"
"811",2051,"Zotye","Zotye Damai X5","ZotyeZotye Damai X5",17492,"SUV","Compact SUV",1.229,0.938878048780488,0.699,"SUV",1,1,7.49268292682927,"紧凑型车"
"812",2057,"Dongfeng","Future Joyear XV","DongfengFuture Joyear XV",11,"SUV","Compact SUV",0.869,0.834,0.799,"SUV",1,1,6.8,"紧凑型车"
"813",2088,"JMC","JMC E100","JMCJMC E100",4848,"Passenger Car","Midsize Basic",NA,NA,NA,NA,NA,NA,NA,NA
"814",2092,"Dongfeng","Future Joyear X3","DongfengFuture Joyear X3",5632,"SUV","Compact SUV",0.869,0.739,0.669,"SUV",1,1,6.8,"紧凑型车"
"815",2097,"ENRANGER","ENRANGER 737","ENRANGERENRANGER 737",3982,"MPV","Compact MPV",0.878,0.729111111111111,0.618,"MPV",1,1,6.93333333333333,"中型车"
"816",2122,"BAIC Motor","BAIC Senova X25","BAIC MotorBAIC Senova X25",16388,"SUV","Compact SUV",0.758,0.6328,0.558,"SUV",1,1,6.1,"小型车"
"817",2134,"Borgward","Borgward BX7","BorgwardBorgward BX7",17635,"SUV","Compact SUV",2.348,2.0255,1.698,"SUV",1,1,7.9,"中型车"
"818",2157,"BAIC Motor","BAIC BJ20","BAIC MotorBAIC BJ20",11959,"SUV","Compact SUV",1.398,1.188,0.968,"SUV",1,1,7.45,"紧凑型车"
"819",2178,"Volkswagen","Volkswagen B8 Variant","VolkswagenVolkswagen B8 Variant",2981,"Passenger Car","Midsize Upper",4.358,3.50926315789474,2.668,"旅行车",1,1,6.65263157894737,"中型车"
"820",2409,"BISU","BISU T5","BISUBISU T5",2571,"SUV","Compact SUV",0.899,0.8165,0.729,"SUV",1,1,6.4,"中型车"
"821",2419,"Alfa Romeo","Alfa Romeo Stelvio","Alfa RomeoAlfa Romeo Stelvio",292,"Luxury SUV","Midsize Luxury SUV",4.78,4.48,4.18,"SUV",1,1,7.9,"中型车"
"822",2426,"Land Rover","Land Rover Range Rover Velar","Land RoverLand Rover Range Rover Velar",23,"Luxury SUV","Midsize Luxury SUV",NA,NA,NA,NA,NA,NA,NA,NA
"823",2638,"SAIC","Roewe ERX5 EV","SAICRoewe ERX5 EV",364,"SUV","Midsize SUV",NA,NA,NA,NA,NA,NA,NA,NA
"824",13,"Aston Martin","Aston Martin Vanquish","Aston MartinAston Martin Vanquish",8,"Sports Car","Large Sports",62.8,52.0707692307692,39.88,"跑车",2,0.769230769230769,17.1,"中型车"
"825",14,"Aston Martin","Aston Martin Vantage","Aston MartinAston Martin Vantage",15,"Sports Car","Large Sports",38.938,26.7951052631579,19.88,"跑车",2,0.631578947368421,16.5818181818182,"中型车"
"826",18,"Audi","Audi A4","AudiAudi A4",1448,"Luxury Car","Compact Luxury",5.486,3.84661428571429,2.769,"轿车",2,0.642857142857143,8.45142857142857,"中型车"
"827",21,"Audi","Audi A6","AudiAudi A6",928,"Luxury Car","Midsize Luxury",11,4.71668551236749,3.482,"轿车",2,0.568904593639576,7.14268774703557,"中大型车"
"828",23,"Audi","Audi A7","AudiAudi A7",2295,"Luxury Car","Large Luxury",10.2,8.15180327868852,5.98,"掀背轿跑车",2,0.901639344262295,8.10727272727273,"中大型车"
"829",47,"Beijing Hyundai","Hyundai Elantra","Beijing HyundaiHyundai Elantra",238,"Passenger Car","Midsize Basic",1.668,1.08026341463415,0.898,"轿车",1,1,7.1934358974359,"紧凑型车"
"830",68,"BMW","BMW 5GT","BMWBMW 5GT",3136,"Luxury Car","Midsize Luxury",18.6,10.4521428571429,6.88,"掀背轿车",2,0.795918367346939,8.79157894736842,"中大型车"
"831",99,"BYD","BYD F0","BYDBYD F0",5476,"Passenger Car","Compact Mini",0.539,0.430626016260163,0.369,"轿车",1,1,5.31951219512195,"微型车"
"832",112,"Cadillac","Cadillac Escalade","CadillacCadillac Escalade",287,"Luxury SUV","Large Luxury SUV",24.8,14.13875,10.36,"越野车",2,0.975609756097561,13.7722222222222,"大型车"
"833",128,"Changan Car","Changan Honor","Changan CarChangan Honor",58718,"Van","Mini Van",0.669,0.52616049382716,0.359,"MPV",1,1,7.38039215686274,"紧凑型车"
"834",146,"Changan Ford","Ford S-MAX","Changan FordFord S-MAX",3,"MPV","Compact MPV",2.458,2.2173023255814,1.948,"MPV",1,1,10.7,"中型车"
"835",202,"Chery","Chery E5","CheryChery E5",2,"Passenger Car","Midsize Basic",0.848,0.701809523809524,0.598,"轿车",1,1,6.99285714285714,"紧凑型车"
"836",282,"Dongfeng","Future Joyear","DongfengFuture Joyear",103,"MPV","Compact MPV",1.458,0.832903846153846,0.569,"MPV",1,1,7.48356164383562,"紧凑型车"
"837",301,"Dongfeng Nissan","Nissan Teana","Dongfeng NissanNissan Teana",56402,"Passenger Car","Midsize Upper",3.618,2.35589513108614,1.758,"轿车",1,1,9.0640625,"中型车"
"838",320,"Dongfeng Yueda Kia","Kia K2","Dongfeng Yueda KiaKia K2",44278,"Passenger Car","Compact Upper",1.099,0.894084745762712,0.729,"轿车",1,1,6.27142857142857,"小型车"
"839",325,"Dongfeng Yueda Kia","Kia Soul","Dongfeng Yueda KiaKia Soul",5,"Passenger Car","Compact Basic",1.418,1.18358139534884,1.038,"轿车",1,1,7.08046511627907,"紧凑型车"
"840",330,"Dongfeng Yulon","Yulon Master CEO","Dongfeng YulonYulon Master CEO",22,"MPV","Large MPV",4.18,4.08,3.98,"MPV",1,1,10.8,"中大型车"
"841",376,"FAW Jilin","FAW Jilin Xenia M80","FAW JilinFAW Jilin Xenia M80",8,"MPV","Compact MPV",0.815,0.651246376811594,0.519,"MPV",1,1,7.1,"小型车"
"842",380,"FAW Toyota","Toyota Corolla EX","FAW ToyotaToyota Corolla EX",3984,"Passenger Car","Midsize",2.088,1.37205681818182,0.908,"轿车",1,1,7.14430379746835,"紧凑型车"
"843",392,"FAW Volkswagen","Volkswagen Bora","FAW VolkswagenVolkswagen Bora",111213,"Passenger Car","Midsize",2.59,1.37283941605839,1.048,"轿车",1,1,7.0080684596577,"紧凑型车"
"844",427,"Foton","Foton Fengjing","FotonFoton Fengjing",705,"Van","Mini Van",1.85,0.726867469879518,0.56,"客车",1,1,10.3128982725528,"轻型客车"
"845",449,"GAC Mitsubishi","Mitsubishi ASX","GAC MitsubishiMitsubishi ASX",16522,"SUV","Midsize SUV",2.188,1.605,1.098,"SUV",1,1,7.506,"紧凑型车"
"846",464,"Geely","Emgrand EC8","GeelyEmgrand EC8",64,"Passenger Car","Midsize Upper",2.098,1.37754651162791,0.889,"轿车",1,1,9.15046511627907,"中型车"
"847",497,"GQ Honda","Honda City","GQ HondaHonda City",31941,"Passenger Car","Midsize",1.598,1.11772413793103,0.798,"轿车",1,1,6.36583850931677,"小型车"
"848",498,"GQ Honda","Honda Crider","GQ HondaHonda Crider",52446,"Passenger Car","Midsize",1.498,1.29434146341463,1.098,"轿车",1,1,6.48536585365854,"紧凑型车"
"849",512,"Haima","Haima Freema","HaimaHaima Freema",6,"MPV","Compact MPV",2.29,1.26076243093923,0.798,"MPV",1,1,8.08705882352941,"紧凑型车"
"850",522,"Honda","Honda CR-Z","HondaHonda CR-Z",1,"Passenger Car","Compact Basic",3.25,3.0328,2.888,"轿车",1,1,6.04,"紧凑型车"
"851",554,"JAC","JAC Heyue","JACJAC Heyue",1622,"Passenger Car","Midsize Basic",0.978,0.745870967741936,0.528,"轿车",1,1,6.58581081081081,"紧凑型车"
"852",582,"Jinbei","Jinbei Hiace","JinbeiJinbei Hiace",15612,"Van","Van",2.498,0.959432773109244,0.389,"客车",1,1,10.3738764044944,"轻型客车"
"853",624,"Toyota","Lexus GX","ToyotaLexus GX",440,"Luxury SUV","Large Luxury SUV",11.6,9.63082352941177,8.1,"SUV",1,1,13.0333333333333,"中大型车"
"854",654,"Ferrari Maserati","Maserati Ghibli","Ferrari MaseratiMaserati Ghibli",2349,"Sports Car","Midsize Sports",13.98,11.80875,8.98,"轿车",1,1,10.04375,"中大型车"
"855",680,"Mercedes-Benz","Mercedes-Benz CLS-Class","Mercedes-BenzMercedes-Benz CLS-Class",2149,"Luxury Car","Compact Luxury",14.98,9.61647058823529,6.98,"轿跑车",2,0.573529411764706,9.08208955223881,"中大型车"
"856",686,"Mercedes-Benz","Mercedes-Benz GL-Class","Mercedes-BenzMercedes-Benz GL-Class",137,"Luxury SUV","Large Luxury SUV",18.98,13.8528395061728,10.38,"SUV",1,1,13.0636363636364,"大型车"
"857",688,"Mercedes-Benz","Mercedes-Benz M AMG","Mercedes-BenzMercedes-Benz M AMG",1,"Luxury SUV","Midsize Luxury SUV",20.98,19.7152941176471,18.98,"SUV",1,1,14.5866666666667,"中型车"
"858",699,"Mercedes-Benz","Mercedes-Benz Smart","Mercedes-BenzMercedes-Benz Smart",13013,"Passenger Car","Compact Mini",3.88,1.7068688,1.15,"轿车",2,0.645714285714286,4.57674418604651,"微型车"
"859",757,"Renault","Renault Fluence","RenaultRenault Fluence",196,"Passenger Car","Compact",1.958,1.72703225806452,1.398,"轿车",1,1,8,"紧凑型车"
"860",763,"Renault","Renault Talisman","RenaultRenault Talisman",6,"Passenger Car","Midsize Upper",4.888,3.9752,3.208,"轿车",1,1,10,"中大型车"
"861",773,"SAIC","Roewe 950","SAICRoewe 950",510,"Passenger Car","Midsize Upper",3.199,2.30746153846154,1.688,"轿车",1,1,8.12222222222222,"中型车"
"862",774,"SAIC","Roewe E50","SAICRoewe E50",11,"Passenger Car","Midsize Basic",2.349,2.21757142857143,1.889,"轿车",1,1,NA,"微型车"
"863",775,"SAIC","Roewe W5","SAICRoewe W5",206,"SUV","Midsize SUV",2.988,2.16228571428571,1.428,"SUV",1,1,10.7,"中型车"
"864",791,"SAIC","MG 5","SAICMG 5",62,"Passenger Car","Midsize",1.407,1.10747706422018,0.877,"轿车",1,1,7.49908256880734,"紧凑型车"
"865",792,"SAIC","MG 6","SAICMG 6",1315,"Passenger Car","Midsize",1.928,1.49967567567568,1.168,"掀背轿车",2,0.691891891891892,8.66363636363636,"紧凑型车"
"866",819,"SGM-Buick","Buick Excelle XT","SGM-BuickBuick Excelle XT",4,"Passenger Car","Midsize Basic",1.859,1.54733846153846,1.299,"轿车",1,1,7.35230769230769,"紧凑型车"
"867",848,"Shanghai Volkswagen","Volkswagen Polo","Shanghai VolkswagenVolkswagen Polo",82433,"Passenger Car","Compact Upper",1.589,1.09741595441595,0.759,"轿车",1,1,6.54249084249084,"小型车"
"868",850,"Shanghai Volkswagen","Volkswagen Santana","Shanghai VolkswagenVolkswagen Santana",7,"Passenger Car","Midsize Basic",2.4,1.26812962962963,0.758,"轿车",2,0.85036496350365,6.83211678832117,"中型车"
"869",860,"Shanghai Volkswagen Skoda","Skoda Fabia","Shanghai Volkswagen SkodaSkoda Fabia",5698,"Passenger Car","Compact Upper",1.179,0.981838095238095,0.699,"轿车",1,1,6.82619047619048,"小型车"
"870",864,"Shanghai Volkswagen Skoda","Skoda Superb","Shanghai Volkswagen SkodaSkoda Superb",20291,"Passenger Car","Midsize Upper",2.768,2.05774742268041,1.676,"掀背轿车",2,0.56701030927835,7.48977272727273,"中型车"
"871",866,"Shuanghuan","Shuanghuan SCEO","ShuanghuanShuanghuan SCEO",1,"SUV","Midsize SUV",1.588,1.33807168458781,0.998,"SUV",1,1,10.0522580645161,"中型车"
"872",884,"Geely","SMA Haijing","GeelySMA Haijing",800,"Passenger Car","Compact",1.088,0.68232,0.519,"轿车",1,1,6.81428571428571,"紧凑型车"
"873",934,"Toyota","Toyota 4Runner","ToyotaToyota 4Runner",1307,"SUV","Midsize SUV",6.5,4.80666666666667,2.58,"SUV",1,1,13.9,"中大型车"
"874",935,"Toyota","Toyota 86","ToyotaToyota 86",390,"Sports Car","Compact Sports",2.878,2.71888888888889,2.498,"跑车",1,1,7.85,"紧凑型车"
"875",968,"Volkswagen","Volkswagen Tiguan","VolkswagenVolkswagen Tiguan",4194,"SUV","Midsize SUV",4.5,3.74805479452055,2.628,"SUV",1,1,7.94489795918367,"紧凑型车"
"876",969,"Volkswagen","Volkswagen Touareg","VolkswagenVolkswagen Touareg",8638,"Luxury SUV","Large Luxury SUV",15.8,8.65708737864078,6.588,"SUV",1,1,10.5842696629213,"中大型车"
"877",972,"Volvo","Volvo S60","VolvoVolvo S60",30,"Luxury Car","Compact Luxury",6.069,3.88336231884058,2.828,"轿车",1,1,8.83333333333333,"中型车"
"878",1024,"Zotye","Zotye V10","ZotyeZotye V10",1,"Van","Mini Van",0.508,0.411333333333333,0.378,"客车",1,1,NA,"微型客车"
"879",1127,"BMW Brilliance","BMW X1","BMW BrillianceBMW X1",41401,"Luxury SUV","Compact Luxury SUV",4.99,3.57501176470588,2.59,"SUV",1,1,7.39411764705882,"紧凑型车"
"880",1211,"Audi","Audi RS5","AudiAudi RS5",6,"Luxury Car","Compact Luxury",12.88,10.9957142857143,7.22,"跑车",2,0.642857142857143,11.1428571428571,"中型车"
"881",1278,"Haima","Haima 3","HaimaHaima 3",10,"Passenger Car","Compact",1.9,1.20963157894737,1.038,"轿车",1,1,8.13333333333333,"紧凑型车"
"882",1353,"Beijing Hyundai","Hyundai Verna Ruiyi","Beijing HyundaiHyundai Verna Ruiyi",2559,"Passenger Car","Compact Upper",0.999,0.871,0.729,"轿车",1,1,6.26,"小型车"
"883",1422,"Suzuki","Suzuki Swift","SuzukiSuzuki Swift",2,"Passenger Car","Compact Basic",NA,NA,NA,NA,NA,NA,NA,NA
"884",1488,"Greatwall","Haval H7","GreatwallHaval H7",19438,"SUV","Midsize SUV",1.938,1.729,1.498,"SUV",1,1,8.5,"中型车"
"885",1502,"FAW Mazda","Mazda 6 Atenza","FAW MazdaMazda 6 Atenza",28588,"Passenger Car","Midsize Upper",2.398,2.04835714285714,1.758,"轿车",1,1,6.69285714285714,"中型车"
"886",1503,"Tianjin FAW","Tianjin FAW Xiali N3","Tianjin FAWTianjin FAW Xiali N3",4,"Passenger Car","Compact Mini",0.518,0.411309523809524,0.319,"轿车",1,1,6.1,"小型车"
"887",1508,"Changan Peugeot-Citroen","Citroen DS 6","Changan Peugeot-CitroenCitroen DS 6",1975,"Luxury SUV","Midsize Luxury SUV",3.019,2.44516666666667,1.939,"SUV",1,1,6.74047619047619,"紧凑型车"
"888",1605,"Dongfeng Yulon","Yulon Luxgen 5 Sedan","Dongfeng YulonYulon Luxgen 5 Sedan",226,"Passenger Car","Midsize",1.838,1.29076595744681,0.858,"轿车",1,1,8.22127659574468,"紧凑型车"
"889",1662,"Dongfeng","Fengshen L60","DongfengFengshen L60",1558,"Passenger Car","Compact",1.297,1.041,0.897,"轿车",1,1,7.18,"紧凑型车"
"890",1763,"Morgan","Morgan Roadster","MorganMorgan Roadster",2,"Sports Car","Midsize Sports",NA,NA,NA,NA,NA,NA,NA,NA
"891",1777,"Dongfeng Citroen","Citroen C3-XR","Dongfeng CitroenCitroen C3-XR",15611,"SUV","Compact SUV",1.718,1.3565,1.088,"SUV",1,1,6.6075,"小型车"
"892",1831,"Lifan","Lifan Letu","LifanLifan Letu",2052,"Van","Mini Van",0.598,0.474923076923077,0.358,"客车",1,1,7.2,"微型客车"
"893",1836,"Volkswagen","Volkswagen Kombi","VolkswagenVolkswagen Kombi",1,"Van","Van",NA,NA,NA,NA,NA,NA,NA,NA
"894",1875,"Landwind","Landwind X7","LandwindLandwind X7",14096,"SUV","Compact SUV",1.478,1.378,1.298,"SUV",1,1,10.4,"紧凑型车"
"895",1876,"McLaren","McLaren 625C","McLarenMcLaren 625C",7,"Sports Car","Large Sports",38.18,36.58,34.98,"敞篷跑车",2,0.5,NA,"中型车"
"896",1877,"Mercedes-Benz","Mercedes-Benz GLE-Class","Mercedes-BenzMercedes-Benz GLE-Class",24570,"Luxury SUV","Midsize Luxury SUV",14.98,8.64411111111111,3.586,"SUV",1,1,8.91304347826087,"中大型车"
"897",1897,"Dongfeng Infiniti","Infiniti Q50","Dongfeng InfinitiInfiniti Q50",10895,"Luxury Car","Midsize Luxury",4.298,3.47207407407407,2.798,"轿车",1,1,7.4,"中型车"
"898",1913,"Nissan","Infiniti QX80","NissanInfiniti QX80",325,"Luxury SUV","Large Luxury SUV",15.28,14.18,11.98,"SUV",1,1,14.2,"大型车"
"899",1951,"BAIC Yinxiang","BAIC Huansu S6","BAIC YinxiangBAIC Huansu S6",8244,"SUV","Compact SUV",1.168,0.994315789473684,0.798,"SUV",1,1,7.83125,"紧凑型车"
"900",1976,"Dongfeng","Fengshen E30L","DongfengFengshen E30L",4,"Passenger Car","Compact Mini",1.648,1.648,1.648,"轿车",1,1,NA,"微型车"
"901",1994,"Chery","Chery Arrizo 3","CheryChery Arrizo 3",182,"Passenger Car","Midsize",0.759,0.647095238095238,0.539,"轿车",1,1,6.26666666666667,"紧凑型车"
"902",2026,"Dongfeng","Future S500","DongfengFuture S500",9209,"MPV","Midsize MPV",0.999,0.789,0.599,"MPV",1,1,6.40769230769231,"中型车"
"903",2040,"Liebao","Liebao CS10","LiebaoLiebao CS10",49781,"SUV","Compact SUV",1.468,1.18374074074074,0.898,"SUV",1,1,8.42222222222222,"紧凑型车"
"904",2044,"Shanghai Volkswagen","Volkswagen Gran Santana","Shanghai VolkswagenVolkswagen Gran Santana",137405,"Passenger Car","Midsize Basic",1.389,1.10791780821918,0.849,"轿车",1,1,5.99315068493151,"紧凑型车"
"905",2055,"Chery","Chery Arrizo 5","CheryChery Arrizo 5",54108,"Passenger Car","Midsize",0.979,0.761105263157895,0.589,"轿车",1,1,5.8,"紧凑型车"
"906",2067,"Zotye","Zotye D2","ZotyeZotye D2",9058,"Passenger Car","Compact Mini",1.588,1.57633333333333,1.518,"轿车",1,1,NA,"微型车"
